标题,导演,主演,类型,地区,语言,上映日期,播放链接,封面图片,剧情简介,评分
玩命追逐,内详,内详,"惊悚,犯罪",法国,法语,2024,https://ukzy.ukubf3.com/share/PRftrcK5h0d3Psq7,https://img.ukuapi.com/upload/vod/20240824-1/c5153ee293cc9d5efaddd1244c04afac.jpg,一名前汽车走私者被迫在三个小时之内将一名官员的女儿带到要绑架她的人面前——不然她的家人就将承担后果,1.3
神话：风暴边界,杰克·斯托莫恩,"马修·默瑟,威尔坎普,尼古拉·波塞纳","奇幻,冒险",美国,英语,2023,https://ukzy.ukubf3.com/share/3ojc65ziIjXXbTbU,https://img.ukuapi.com/upload/vod/20240818-1/7bd8ef191d43cd39200d5cd2116c1417.jpg,诸神被杀，人口被屠杀，世界变成一片废墟。在索洛克的毁灭和红荆棘的胜利之后，世界在数年后重建，新的威胁将会出现，新的英雄将从灰烬中崛起与之抗争。—斯蒂芬·古拉尔,2.6
尸潮汹涌,"阿努克·惠斯塞尔,约恩-卡尔·惠斯塞尔,弗朗索瓦·西玛德","Derek Johns,Alexander Nachi,Megan Peta Hill","喜剧,恐怖","加拿大,法国",英语,2023,https://ukzy.ukubf3.com/share/4jzFmRi5Q6HjFbyX,https://img.ukuapi.com/upload/vod/20240818-1/d25bfa5b431ef2ce8057c3a59a2a1d31.jpg,背景设定在一个充斥着丧尸的世界里，但这个世界的丧尸有点不同——它们不吃人，也因此被称为非食人型丧尸。在故事中三位想要赚快钱的朋友，因为外婆被绑架从而卷入了一场与邪恶大公司斗智斗勇的纷争中，然后他们都没有预料到事态会变得有多么糟糕...,4.5
长腿,奥兹·珀金斯,"麦卡·梦露,尼古拉斯·凯奇,布莱尔·安德伍德,艾丽西亚·维特,米歇尔·乔伊-李,达科他·道尔比,劳伦·阿卡拉,琪兰·席普卡,贾森·戴,丽莎·钱德勒,莱拉·麦金托什,卡梅尔·阿密特,沙芬·卡里姆,丹尼尔·巴孔,瓦内萨·沃尔什,斯科特·尼科尔森","惊悚,恐怖",美国,英语,2024,https://ukzy.ukubf3.com/share/MGc6jyoJquVF1gAM,https://img.ukuapi.com/upload/vod/20240823-1/67bfb81bdcaa503e8c0d8c193cd25f70.jpg,横跨30年的10宗灭门惨案，所有遇害家庭都有一个共通点：有一位14号生日的小女生。,5.9
烈焰追击,"陈三元,刘勇","张明健,罗立群,夏雨蓓,于喜山,翟万臣,常鲁峰","剧情,犯罪",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/Z7tBQlvWZrHWDGPG,https://img.ukuapi.com/upload/vod/20240817-1/11a7e924bd85dbb14188ae6affa837e5.jpg,讲述了以闻章陈默师徒二人为代表的天海警方，对怀有特殊目的的高智商犯罪团伙火哥一党的追捕过程。这期间，警方经历着一次次抉择与考验，最终和群众团结一致，完成了打击城市犯罪的使命。,1.4
同盟,朱利安·法里诺,"马克·沃尔伯格,哈莉·贝瑞,J·K·西蒙斯,麦克·柯尔特,爱丽丝·李,杰西卡·德·古维,阿德沃尔·阿吉纽依-艾格拜吉,杰基·厄尔·哈利,露西·科克,帕奇·德拉奇,詹姆斯·麦克马明,Juan Carlos Hernández,斯蒂芬·坎贝尔·莫尔,Cory English,亚当·柯林斯,Julianna Kurokawa,凯·马丁,Alex Merry,Steven Mullins,Harriet Barrow,Oliver Monaghan,达娜·德拉尼,MJ Lee","喜剧,动作,冒险",美国,英语,2024,https://ukzy.ukubf3.com/share/jSu0OqdUDZRgfCWc,https://img.ukuapi.com/upload/vod/20240817-1/9407c2e561cbb50dac357272b895dc7e.jpg,迈克（马克·沃尔伯格饰）是一名来自泽西岛的脚踏实地的建筑工人，当高中时的恋人罗克珊（哈莉·贝瑞饰）招募他执行一项高风险的美国情报任务后，他一头扎入了超级间谍和秘密特工的世界。,3.9
海豚,裴斗理 Duri Bae,"权俞利,吉海妍,玄宇锡,朴美贤,沈熙燮",剧情,韩国,韩语,2023,https://ukzy.ukubf3.com/share/0Y407TuII35u8bIn,https://img.ukuapi.com/upload/vod/20240817-1/90d77cdf361d0af728660145d0e00b1a.jpg,"ThemostimportantthingforNa-young,whohaslivedherentirelifeinasmallseasidevillage,istakingcareofherfamilyandfriends.However,hermothertriestoselltheirprecioushousefullofmemories,andheryoungerbrotherinsistsonmovingtoSeoul.WhileNa-youngstrugglestoacceptthechanges,shecomesacrossbowlingandbeginstospendmoreandmoretimeatthebowlingalley.源自：https://siff.kr/en/films/%eb%8f%8c%ed%95%80/",1.2
侏罗纪三角,Victor De Almeida,"Chrissie Wunna,阿梅丽·勒罗伊,Connor Powles",恐怖,英国,英语,2024,https://ukzy.ukubf3.com/share/lnHqYBmSzW13zg9t,https://img.ukuapi.com/upload/vod/20240818-1/5d625a3514a3e9b1be4c2bc6b7430937.jpg,Agroupofcolleaguescrashlandonamysteriousislandthattheycannotescape.Theydiscovertheyarenotalonewhentheyencounteranarrayofbloodthirstycreaturesanddinosaursouttogetthem.Willtheysurvivetheisland?,4.9
欢迎来到我身边,宋灏霖,"于适,王影璐,黄炎,刘旸,孟映宏,赵天炀,马大智,孙一明,翟宇佳,易立竞,郑家彬,李浩天,九孔,黄楚桐,樊冲,王川,张续振,杜静轩,冯伟强,于晞悦,陈雅舒,孙率航","喜剧,爱情,奇幻",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/Ewj0Y80pC8EtpOsY,https://img.ukuapi.com/upload/vod/20240816-1/c0a8c8093e9da223d0926cf7f3f6192d.jpg,陈小舟（于适饰）失恋后遭遇了一场意外，从那以后他经常看到大群“嘎嘎”叫的橡皮鸭子，这给陈小舟的生活带来了巨大的阻碍。直到一位名叫冯佳楠（王影璐饰）的女孩的出现，陈小舟惊讶地发现只要和冯佳楠在一起，鸭子就不会跑出来捣乱，一场啼笑皆非的浪漫之旅就此展开……,6.2
死亡大乐透,保罗·费格,"约翰·塞纳,奥卡菲娜,刘思慕,西恩·威廉·斯科特,Michael Hitchcock,艾登·梅耶里,贝琦·安·贝克,亚当·雷,莱斯利·大卫·贝克,凡妮莎卡特,多莉·德莱昂,Murray Hill,山姆·阿斯加里,泰勒·奥特加,切尔西·霍姆斯,Cassidy Kahler,阿尔特·纽柯克,Andzelika Bobrova,艾迪·达文波特,唐纳德·伊莱斯·沃特金斯","喜剧,动作",美国,英语,2024,https://ukzy.ukubf3.com/share/XKFYW6Lg1tGIJw27,https://img.ukuapi.com/upload/vod/20240815-1/0d0570e1e1459e8eb1abdec5e31cfcc9.jpg,设定在不久的将来，经济上面临挑战的加利福尼亚州创立了一项大乐透玩法：你需要在日落前杀死赢家，才能合法领取他们的奖赏。刚搬到洛杉矶的凯蒂(奥卡菲娜)意外发现自己中奖，她必须和业余头奖保护者诺尔(塞纳)合作，确保能活到日落，以领取数十亿美金奖励。与此同时，诺尔的竞争对手、同为保护者的路易斯(刘思慕)也想一路护送凯蒂到日落，来获得丰厚的佣金。,4.6
登月大计划,格里格·伯兰蒂,"斯嘉丽·约翰逊,查宁·塔图姆,伍迪·哈里森,雷·罗马诺,吉姆·拉什,安娜·加西亚,唐纳德·伊莱斯·沃特金斯,诺亚·罗宾斯,克里斯蒂安·克莱门松,科林·伍德尔,尼克·迪伦堡,克里斯蒂安·祖伯尔,吉因·琼斯,乔·克里斯特,斯蒂芬妮·库尔特祖巴,科林·乔斯特,达瑞兹·沃斯基,恩杰玛·威廉姆斯,彼得·雅各布森,劳伦·雷瓦尔德","喜剧,爱情","美国,英国",英语,2024,https://ukzy.ukubf3.com/share/EZV2ZE8SQIWECtLE,https://img.ukuapi.com/upload/vod/20240814-1/5383c7c864d9956362c651a04cbc459d.jpg,举世闻名的阿波罗计划究竟是壮举还是骗局？为完成人类首次登月任务，发射中心负责人柯尔（查宁·塔图姆ChanningTatum饰）带领团队不断处理登月火箭出现的各种问题。担心无法登月的政客们，为确保最终能在太空竞赛中占据优势，暗中找到广告狂人凯莉（斯嘉丽·约翰逊ScarlettJohansson饰），要求她秘密拍摄一段登月视频作为PlanB。柯尔和凯莉将擦出怎样的火花？政治阴谋之下，这对欢喜冤家又该如何实现最终的登月目标？,6.8
血光光五人帮2,石井隆,"绪形拳,大竹忍,余贵美子,喜多岛舞,夏川结衣,Yumi Nishiyama,多岐川裕美,Sharon Becker,Scott Cargle,Shannon Conley,Cynthia Hartzell,Daisuke Iijima,伊藤洋三郎,片冈礼子,Ed MacLeod","动作,犯罪",日本,日语,1996,https://ukzy.ukubf3.com/share/5D1mq6tZsTOq4HCf,https://img.ukuapi.com/upload/vod/20240815-1/c1e39d3f43e566b30c54a107cb502741.jpg,受经济危机影响，经营迪斯科的外山正道（绪形拳饰）欠下黑帮野崎组巨额贷款。其妻（多岐川裕美饰）因被催讨债务的黑帮分子强奸，愤而自杀。外山曾许诺在妻子生日当天买下价值495万日元的猫眼钻石作为生日礼物，于是他铤而走险，劫持野崎组500万日元履行诺言。与此同时，珠宝店集结了5个经历各异的女人：受资金困扰的健身俱乐部老板阿兰（余贵美子饰）、目睹阿兰购买枪支并尾随而来的早纪（夏川结衣饰）、丈夫出轨而想取下戒指的志保（西山由海饰）、与珠宝店劫匪串通的女店员千寻（喜多岛舞饰）以及身着水手服自称17岁的站街妓小百合（大竹忍饰）。野崎组•中岛组小弟携女友抢劫珠宝店，却不曾想阿兰坐收渔利，失意的女人们随其逃出，为找回猫眼石的外山紧随其后。而闻听风声的黑帮亦磨刀霍霍，展开追逐……,7.3
龙卷风,李·以萨克·郑,"黛西·埃德加-琼斯,格伦·鲍威尔,安东尼·拉莫斯,大卫·科伦斯韦,布兰登·佩利亚,哈利·海顿-佩顿,萨莎·莱恩,毛拉·蒂尔内,达利尔·麦克科马克,琪兰·席普卡,尼克·多达尼,滕德·艾德比佩,凯蒂·M·奥布莱恩,大卫·博恩,保罗·谢尔,劳拉·坡,奥斯汀·布洛克,斯蒂芬·欧阳,亚历克斯·金吉,克里斯·阿德里安","动作,惊悚,冒险",美国,英语,2024,https://ukzy.ukubf3.com/share/Y9nXVkqrIpFIKRmu,https://img.ukuapi.com/upload/vod/20240814-1/f58b730e703cb87ec577e12a86481a9b.jpg,凯特·卡特（黛西·埃德加-琼斯DaisyEdgar-Jones饰）曾是一名追风人，大学时遭遇龙卷风的惨痛经历令她饱受困扰，如今她在纽约的办公室里研究风暴模式。在朋友哈维（安东尼·拉莫斯AnthonyRamos饰）的招募下，她重返户外，开始测试一套突破性的全新追风系统。在那里，她与超级网红泰勒·欧文斯（格伦·鲍威尔GlenPowell饰）不期而遇。性格鲁莽又颇具魅力的泰勒带领着一支团队四处追风，并在网上直播他们的追风经历，风暴越刺激他们越兴奋。随着风暴季节来临，前所未见的骇人风暴也频繁出现。凯特、泰勒和他们的团队必须争分夺秒，才有可能在多个龙卷风暴的交汇中逃出生天。,6.8
红毯先生,宁浩,"刘德华,单立文,瑞玛·席丹,余伟国,宁浩,林熙蕾,梁家辉,杨千嬅,王晶,张子贤,刘漪琳,周炜,孙阳,薛宝鹤,马东","剧情,喜剧","中国大陆,中国香港","汉语普通话,粤语",2023,https://ukzy.ukubf3.com/share/odbMqHCiIcNSq9Xz,https://img.ukuapi.com/upload/vod/20240817-1/32bbe49d0e5010764f943c228ac038cb.jpg,香港天王巨星刘伟驰（刘德华饰）从影四十年，一直渴望得影帝。他决定与导演林浩（宁浩饰）合作拍摄农村题材影片，从而在电影节赢得国际声誉。为此，刘伟驰深入农村体验生活、亲自拉投资、拒绝用替身，却因此引发了一系列令人哭笑不得的荒诞闹剧，也展现了娱乐圈的众生百态。,6.5
陨落之星,"多米尼克·阿贝尔,菲奥娜·戈登","菲奥娜·戈登,多米尼克·阿贝尔,伊藤郁女,菲利普·马茨,布鲁诺·罗密,Mélanie Depuiset,Jimmy Assandri,Bertrand Landhauser,席琳·洛朗蒂,Bruce Ellison,Patrick Cottet-Moine,Nathalie Boulanger,Nicole Palumbo,Espérance Kanama,Rahan ,Moon, Ahmed,Sarah Bensoussan,Abderrazak M,Barki,Simon Kengen,Jeanne","剧情,喜剧,黑色电影","比利时,法国",法语,2023,https://ukzy.ukubf3.com/share/14SMx9ouvRrylAne,https://img.ukuapi.com/upload/vod/20240817-1/9ea33f20834a13008695cd0d7f1abf4c.jpg,曾师从法国默剧大师贾克·乐寇的多米尼克·阿贝尔与菲奥娜·戈登这对比利时夫妇在电影界一直是非常独特的存在，他们擅长承袭自默剧伟大传统的夸张肢体表演，风格常被形容为“诗意滑稽剧”。本片是他们的最新作品，讲述一个曾参与恐怖袭击的前社会活动家多年后因面临受害者报复而与妻子和好友谋划逃亡的故事。这部影片在以往的梦幻喜剧色彩上更注入黑色电影元素，欢乐中带着悲观和虚无，彰显他们在创作上的愈发成熟。,7.6
剧场版 怪化猫,中村健治,"神谷浩史,黑泽朋世,悠木碧,小山茉美","动画,悬疑,奇幻",日本,日语,2024,https://ukzy.ukubf3.com/share/B1gafS55u8yn8Hjl,https://img.ukuapi.com/upload/vod/20240816-1/580d440e3eafac8d9ce4c5d20d936b1b.jpg,アニメ「モノノ怪」の15周年プロジェクトが始動。劇場版「モノノ怪」の制作が決定。2023年公開予定で、特報映像とティザービジュアルが公開された。,7.9
白蛇：浮生,"陈健喜,李佳锴","张喆,杨天翔,唐小喜,张赫,刘琮,郑小璞,马程,林强,李楠,李佳锴","喜剧,爱情,动画,奇幻",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/gjU2UI8Rnlg9lU9Y,https://img.ukuapi.com/upload/vod/20240816-1/34f4209a35abf92c2ca22dd82f0db0e3.jpg,南宋临安，小白五百年后终于觅得阿宣的转世—许仙，二人断桥相遇。小白小青隐身街巷，和许仙还有姐夫李公甫一起开始了人间的热闹生活。却不想杭州城中突发怪事，金山寺法海除妖而来，意外揭开了小白和小青的蛇妖身份，许仙惊恐目睹小白化身巨蟒……浮生中这一场生死情劫，许仙值得吗？,7.1
生死试炼,郭爽,"杨德战,吴双,黄涛,赵亦骥,王茂蕾,喻亢",冒险,中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/LnfvINcRc7XBq4ss,https://img.ukuapi.com/upload/vod/20240816-1/4482024c97f7f5f32f21ab6cc8f539fb.jpg,江湖传说“五毒试炼”是一场生死游戏，只有一位生还者可获黄金千两。神秘浪客林云与乔雨、风益阳等人一起过五关斩六将，闯关中相互厮杀，五毒心贪婪、愤怒、痴念、傲慢、猜忌的人性黑暗面暴露无遗。林云和乔雨，上演计中计，一举除掉幕后主使，成功复仇。,4.0
逆行人生,徐峥,"徐峥,辛芷蕾,王骁,贾冰,冯兵,丁勇岱,丁嘉丽,陈哈琳,邬家楷,刘美含,黄小蕾,于和伟,马东,梁静,张占义,吴彼,周铁男,王啸宇",剧情,中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/GKORPfck3hggC7lk,https://img.ukuapi.com/upload/vod/20240816-1/96a78d297e25839f312b738ab468db98.jpg,曾经意气风发的高志垒（徐峥饰）在生活的重压下，中年“失速”偏离了原本的生活轨迹，一时意气用事的决定，让他瞬间从家人的“小骄傲”变成了社会的“边角料”。然而，他未曾料到，这仅是他“逆行人生”道路上的起点。接连不断的变故如疾风骤雨般袭来，迫使他不得不重新面对自我。当生活的重担真正压肩，他选择成为一名外卖员，从新的起点重新出发，穿梭于都市大街小巷的高志垒在路上结识了一众志同道合的“骑士”伙伴，在共度的时光里他深切的体会到了人间的冷暖真情，逐渐在这条充满磨砺的“逆行道”中找回曾经丢失的勇气与信念，重新定义人生新的方向。本片根据清明原著《逆行人生》改编。,6.8
因果报应,Nithilan Saminathan,"维杰·西图帕提,阿努拉格·卡施亚普,玛玛塔·莫汉达斯,Natarajan Subramaniam,Abhirami,Divya Bharathi,Singampuli,Aruldoss,Munishkanth,Sachana Namidass,Vinod Sagar,Manigandan,Kaalaiyan,Lizzie Antony,Mullai Arasi,巴拉蒂·拉贾,Thenappan P.L.,Poovaiyar,Vetrivel Raja,Mohan Raman","剧情,动作,惊悚,犯罪",印度,泰米尔语,2024,https://ukzy.ukubf3.com/share/3YxpLhQBwMenAXiJ,https://img.ukuapi.com/upload/vod/20240815-1/8b10385056779ad83d711bda6961e3de.jpg,在一个宁静的社区里，受人尊敬的中年理发师马哈拉吉与女儿乔蒂和拉克希米住在一起。当马哈拉吉向警方报案称有蒙面入侵者袭击了他并抢劫了拉克希米时，当局却拒绝了这一说法，并怀疑她所失财物的真实性。尽管他多次试图寻求帮助，但他还是不惜一切代价，甚至在女儿回来之前亲自调查。随着疑点越来越多，马哈拉吉的理智受到质疑，谜团也越来越深……,8.2
血光光五人帮,石井隆,"佐藤浩市,本木雅弘,根津甚八,椎名桔平,竹中直人,北野武,木村一八,岩松了,川上麻衣子,栗山千明,永岛映子,永岛敏行,鹤见辰吾,津田宽治","剧情,动作,犯罪",日本,日语,1995,https://ukzy.ukubf3.com/share/CGJ1tlRpBZPSXeAv,https://img.ukuapi.com/upload/vod/20240814-1/695fd8e836d254f179e99419e245f7bb.jpg,泡沫经济的崩溃，使原本经营迪斯科一帆风顺的万代树木彦（佐藤浩市饰）欠下黑帮大越组巨额债务。很快万代和受气包小职员萩原（竹中直人饰）、美型男妓三屋（本木雅弘饰）走到一起，三人一拍即合，策划抢夺大越组的巨额资金。不久，大越组不成气候的小弟吉米（椎名桔平饰）和前警察冰头（根津甚八饰）亦加入进来，五人组正式结成。万代等人成功洗劫了大越组，然而大越组很快发现吉米泰国籍女友的护照一同丢失，于是顺藤摸瓜查出抢劫者身份，随后雇用冷血杀手京谷一郎（北野武饰），对他们展开残酷狩猎……,7.6
重见天日 2024,霍穗强,"元秋,伍允龙,嵇嘉禾,雷牧,陈之辉,周小飞,叨叨,刘亚西,许占伟,帕维尔,Neguin,乔曼,杨芷晴","喜剧,动作",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/sGkNqRy8F6H4JblT,https://img.ukuapi.com/upload/vod/20240815-1/5e101d8fe606d044fe03f4ff7acd5978.jpg,讲述了女子监狱中令人闻风丧胆的“慈母”老梁（元秋饰）和青龙帮“昔日杀神”儿子阿鬼（伍允龙饰），在错误的时机错误相遇，却成就了一段彼此救赎、彼此成全的奇妙缘分，引发了一系列啼笑皆非却热血澎湃的乌龙事件。,1.7
印度英雄2,S·尚卡尔,"卡马尔·哈山,拉库尔·普雷特·辛格,卡加·艾嘉,悉塔尔特,Samuthirakani,杰森兰伯特","剧情,动作,惊悚",印度,泰米尔语,2024,https://ukzy.ukubf3.com/share/KJoW9LITFFfYgo4l,https://img.ukuapi.com/upload/vod/20240814-1/56debe77c869aee8849b7c9c4478d7ed.jpg,塞纳帕提（Senapathy）是一名前自由战士，后转为打击腐败的义务警员。塞纳帕提回到国内，帮助一名通过互联网视频揭露国内腐败政客的年轻人。,2.8
设计者,李耀燮,"姜栋元,李茂生,李美淑,金弘波,李钟硕,金新绿,李铉旭,李东辉,郑恩彩,汤峻相","剧情,悬疑,犯罪",韩国,韩语,2024,https://ukzy.ukubf3.com/share/hLUZylFxkj2WHXT4,https://img.ukuapi.com/upload/vod/20240817-1/8a3a95cfb60d090ae76faf72094544f4.jpg,影片翻拍自2009年的香港电影《意外》，讲述将雇凶杀人捏造成事故的组织在接到新的委托后开始的故事，杀手荣日（姜栋元饰）在捏造杀人的过程中经历了突发事故，他为了找出幕后主使而怀疑身边所有人。,5.1
复仇长官,杰西·约翰逊,"欧嘉·柯瑞兰寇,亚历克斯·帕蒂弗,艾伦·艾克哈特,拉埃蒂茨亚·伊杜,丹尼尔·伯哈特","动作,犯罪",美国,英语,2024,https://ukzy.ukubf3.com/share/BbRZBluwF25wBOxi,https://img.ukuapi.com/upload/vod/20240810-1/649b316ad1f521eca4e3debfee3a4ab0.jpg,"Afterlearningthatthedeathofhiswifewasnotanaccident,aformerCIAStationChiefisforcedbackintotheespionageunderworld,teamingupwithanadversarytounravelaconspiracythatchallengeseverythinghethoughtheknew.",3.1
亲友皆死,马库斯·邓斯坦,"杰德·佩蒂约翰,乔乔·西瓦",恐怖,美国,英语,2024,https://ukzy.ukubf3.com/share/W5l07CioaYCxy4Fz,https://img.ukuapi.com/upload/vod/20240810-1/6175f567c76120c5e43169a9b9a201bf.jpg,"AgroupofcollegefriendsrentanAirbnbforthebiggestmusicfestivaloftheyear.Aweekendofpartyingquicklytakesaturn,asthegroupismurderedonebyone.",4.8
幸福的振秀,尹在元,"孔明,朴素珍,李胤熙,吴万锡,车清华,최시온,池建玗,김빛나리,朴钟焕,정성호,金宇赫,윤세현,이상운",剧情,韩国,韩语,2020,https://ukzy.ukubf3.com/share/ZReclVeX2GkJbF5C,https://img.ukuapi.com/upload/vod/20240814-1/2b6535ece84b5545bdeeb2d7152e11ba.jpg,该剧是以现代人之间流行的“小确幸”为主题，讲述为了克服日程生活中的压力，主角珍秀拥有12种小幸福，并与在这些幸福中出现的女主发生的浪漫故事。,7.6
阴阳守山人,姚大先,"葛帅,王瑞雪,范正军,朱新同,陈佑俊,苌哲涛,谢易真","悬疑,惊悚",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/94CHJfq1grF0vW8I,https://img.ukuapi.com/upload/vod/20240814-1/0c389ca7f3cf549fe26eaaaa7c4caf7b.jpg,民国初年，军阀横行妖魔当道，日本人觊觎我中华领土，加快了入侵的步伐。日本阴阳师肩负神秘使命，以文化交流的名义先期进入中国，图谋寻找中华龙脉，坏我华夏风水，为后期侵略图谋铺路。以七叔为首的中国民间道士最终识破日本阴阳师的阴谋，肩负起民族大义，舍身守卫龙脉，与日本阴阳师展开了一场阴谋与道法的较量……,2.7
数码宝贝02：最初的召唤,田口智久,"片山福十郎,野田顺子,亚瑟·朗斯贝里,高桥直纯,朝井彩加,远近孝一,山谷祥生,浦和惠,榎木淳弥,松本美和,市道真央,德光由禾,绪方惠美,钉宫理惠","动画,冒险",日本,日语,2023,https://ukzy.ukubf3.com/share/IVayBsXHGcRA5NOm,https://img.ukuapi.com/upload/vod/20240814-1/dd32c97ab477e51eb9bfbde58efe854d.jpg,2012年2月，东京铁塔上空出现了巨大的数码蛋。就在本宫大辅（20岁）和V仔兽修行拉面技艺的时候，遇到了虽然拿着有裂纹的数码器，但身边没有搭档数码兽的迷之青年——自称“我没有数码兽，我的搭档数码兽被我杀了，我是世界上最初和数码兽建立搭档关系的人类。”,5.8
穿过月亮的旅行,李蔚然,"张子枫,胡先煦,仁科,长江,黄小蕾,赵小棠,生港帅,袁文康,陈妍希,吴宣仪,李嘉琦,管乐,杨九郎,张占义,冯绍峰,钱漪,张祐维,李晨,张百乔,王影璐,茂涛,李宗恒,吴昊宸,韩云云,吴雨雪,王天放","剧情,爱情",中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/ZPJCIWqiqAfR2HOV,https://img.ukuapi.com/upload/vod/20240811-1/1465ce5530921b919f85aff0c17623b3.jpg,我爱你，愿赴千里，我想你，即刻出发。电影改编自迟子建小说《踏着月光的行板》，讲述了一对新婚燕尔的恩爱小夫妻林秀珊（张子枫饰）、王锐（胡先煦饰），因工作分居两地，见面十分不易。一个惊喜假期来袭，他们踏上了一段双向奔赴的纯爱之旅，列车行驶于黑暗中，两人欣喜地期待着黎明。途中他们遇见了形形色色的乘客，见证了人生百态，也领略了爱情的真谛。疲惫的一天过去，月亮高挂时，他俩是否实现了小小的心愿？,6.7
林中陌客,Adam Newacheck,"Holly Kenney,Brendin Brown,Paris Nicole,Radek Antczak,Teddy Spencer,Devon Stewart",惊悚,美国,英语,2024,https://ukzy.ukubf3.com/share/iRZqiBDHTFIfC2kv,https://img.ukuapi.com/upload/vod/20240814-1/bf9a8b2a3c4a95d5c0026b96f0bc0f0d.jpg,一位悲痛欲绝的女士被她的朋友们带到一个偏僻的小木屋度假放松心情，这群朋友担心着她随时会结束自己的生命。,4.7
填词L,黄绮琳,"钟雪莹,陈毅燊,吴冰,邓丽英,陈书昕,周汉宁,葛民辉,邵美君,潘宗孝,胡子彤,戴玉麒,谢雅儿,王颐,何求,朱栢康,何洛瑶,谢俊霆,李雨珊,马念先,邱志宇,杨伟伦,吴家忻,梁仲恒,林千渟,罗浩铭,邓丽欣,周祉君,潘源良,梁柏坚,陈柏宇,曾翠珊,陈咏燊,卓韵芝",剧情,"中国香港,中国台湾","粤语,汉语普通话",2023,https://ukzy.ukubf3.com/share/JI4Tk7VPot3ux4eF,https://img.ukuapi.com/upload/vod/20240810-1/9944acefde57f0172c364d6f86f0e243.jpg,「天生我材必有用」，罗颖诗误信师长的谗言，认定写歌词是她这辈子的使命，立志要当填词人！好事多磨，尽管阿诗扭尽六壬、奇招百出，一边增进填词功力、一边广结善缘，仍未能成功入行，做不成填词人，反沦为填词L。「只要有恒心，铁柱磨成针」，填词L背着梦想的包袱在填满遗憾的道上狂奔！电影史上首部关于粤语歌词的作品，由新世代填词人兼金像奖新演员钟雪莹主演、新晋导演黄绮琳编导，继《金都》后又一清新细腻之作，不容错过。,7.3
魅杀2,Jayprad Desai,"塔丝·潘努,维克兰特·梅西,桑尼·考沙尔,吉米·舍尔吉勒,Gautam S. Gadaballi,Vivek Jha","剧情,爱情,悬疑,惊悚,犯罪",印度,印地语,2024,https://ukzy.ukubf3.com/share/oOiZlXEtLyecFdjp,https://img.ukuapi.com/upload/vod/20240809-1/8f9a36fd78a1c1843c50b66bc094d62d.jpg,在阿格拉躲避警方追捕时，拉妮和利休计划一起逃跑。但他们的任务出了岔子，于是拉妮向一位温文尔雅的仰慕者求助,3.5
热血天使,金鑫,"徐冬冬,唐文龙,冯言彦,汤镇业","警匪,犯罪",大陆,国语,2024,https://ukzy.ukubf3.com/share/SCRhIa2yIpjYsRf6,https://img.ukuapi.com/upload/vod/20240810-1/a15ce0071f4d629734ebf5c67f90c420.jpg,影片讲述了漂泊异乡的唐人街大姐大关星，凭借着坚韧的心性，克服了种种困难，最终赶走了当地黑恶势力，守护了唐人街的故事。女主角关星既肯吃苦又勤劳勇敢，遇到了各种困难与挑战，在面对地痞的侵扰时，她坚决反击；遵循自己内心的道德与正义感。,0.0
人狗情未了,吴叶彬,"毕如意,马犬bo,s,s",剧情,中国大陆,汉语普通话,2024,https://ukzy.ukubf3.com/share/H9zdbNc0T3w9KG1W,https://img.ukuapi.com/upload/vod/20240809-1/8463045fb6d3dfba3b3e883cf75206ab.jpg,感情受挫的陈亚楠一人来到偏僻孤岛被困，在岛上求生中救下一只被困的马犬（小八）。岛上陈亚楠多次遇到危险，都得到小八的相救。一次，小八为了救助陈亚楠被野人绑走，陈亚楠也奋不顾身去拯救小八，陈亚楠绝境时……,3.3
海关战线,邱礼涛,"谢霆锋,张学友,林嘉欣,刘雅瑟,吴镇宇,关智斌,陈家乐,卫诗雅,袁富华,米雪,石修,黄锦燊,杨天宇,龙玥心,黎峻,朱天,刘若宝,丘占辉","剧情,动作","中国香港,中国大陆","粤语,汉语普通话,英",2024,https://ukzy.ukubf3.com/share/HYmUHWYAKqtyUVrl,https://img.ukuapi.com/upload/vod/20240809-1/877d7d3a05391ca4ec5e805f13ac20a0.jpg,香港海关在一次例行海上巡逻中，查获一艘藏有大批杀伤力武器的货船，调查过程中遭遇一群海外势力轰炸抢夺。为追查走私真相，张允南（张学友饰）派出下属周正礼（谢霆锋饰）与国际刑警一同远赴海外，辗转庞大而复杂的军火黑市，顶着漫天炮火追查线索的周正礼刚有眉目，噩耗却突然从香港传来，原来军火失窃另有隐情……,6.1
